GENE	TCGA.61.1895.01	TCGA.13.1510.01	TCGA.23.1809.01	TCGA.20.1687.01	TCGA.13.1404.01	TCGA.13.1506.01	TCGA.23.1116.01	TCGA.20.1686.01	TCGA.13.1505.01	TCGA.24.1846.01	TCGA.13.1412.01	TCGA.23.1111.01	TCGA.24.1843.01	TCGA.24.1844.01	TCGA.23.1120.01	TCGA.13.1507.01	TCGA.24.1845.01	TCGA.24.1842.01	TCGA.24.1847.01	TCGA.13.1512.01	TCGA.61.2088.01	TCGA.13.1407.01	TCGA.23.1121.01	TCGA.13.1509.01	TCGA.29.1781.01	TCGA.13.0921.01	TCGA.13.1410.01	TCGA.24.1426.01	TCGA.24.1416.01	TCGA.24.1470.01	TCGA.29.1784.01	TCGA.24.1850.01	TCGA.09.2044.01	TCGA.24.1425.01	TCGA.24.1849.01	TCGA.24.1423.01	TCGA.13.0924.01	TCGA.13.0923.01	TCGA.24.1413.01	TCGA.13.0802.01	TCGA.29.1783.01	TCGA.24.1424.01	TCGA.13.1405.01	TCGA.24.1417.01	TCGA.24.1418.01	TCGA.13.0799.01	TCGA.13.1496.01	TCGA.61.1899.01	TCGA.61.1900.01	TCGA.13.0801.01	TCGA.13.0800.01	TCGA.13.0768.01	TCGA.61.1904.01	TCGA.24.1419.01	TCGA.13.2060.01	TCGA.13.0797.01	TCGA.24.1469.01	TCGA.24.1920.01	TCGA.23.1024.01	TCGA.23.1029.01	TCGA.13.1403.01	TCGA.13.1504.01	TCGA.09.2056.01	TCGA.13.0919.01	TCGA.29.1778.01	TCGA.20.1685.01	TCGA.20.1684.01	TCGA.13.0916.01	TCGA.29.1769.01	TCGA.20.1682.01	TCGA.13.0910.01	TCGA.13.0762.01	TCGA.29.1711.01	TCGA.61.1910.01	TCGA.09.2053.01	TCGA.61.1737.01	TCGA.13.0906.01	TCGA.29.2428.01	TCGA.13.0905.01	TCGA.25.2391.01	TCGA.61.1913.01	TCGA.61.2092.01	TCGA.13.0900.01	TCGA.61.2097.01	TCGA.13.0889.01	TCGA.04.1347.01	TCGA.13.0890.01	TCGA.61.2098.01	TCGA.13.0888.01	TCGA.61.1915.01	TCGA.04.1367.01	TCGA.13.1492.01	TCGA.13.0886.01	TCGA.61.2094.01	TCGA.09.2050.01	TCGA.13.1481.01	TCGA.23.1118.01	TCGA.23.2078.01	TCGA.13.0885.01	TCGA.24.2293.01	TCGA.36.1577.01	TCGA.24.2019.01	TCGA.24.1546.01	TCGA.24.1428.01	TCGA.04.1357.01	TCGA.36.1569.01	TCGA.13.0807.01	TCGA.04.1336.01	TCGA.24.2297.01	TCGA.57.1993.01	TCGA.29.1699.01	TCGA.25.2397.01	TCGA.61.1917.01	TCGA.24.1471.01	TCGA.29.1695.01	TCGA.13.0760.01	TCGA.25.2401.01	TCGA.25.1317.01	TCGA.24.2281.01	TCGA.25.1312.01	TCGA.25.2396.01	TCGA.25.1631.01	TCGA.25.1627.01	TCGA.04.1346.01	TCGA.25.1630.01	TCGA.25.1324.01	TCGA.30.1861.01	TCGA.25.2392.01	TCGA.25.1329.01	TCGA.25.1325.01	TCGA.20.0991.01	TCGA.61.2012.01	TCGA.24.1422.01	TCGA.36.1575.01	TCGA.04.1341.01	TCGA.59.2363.01	TCGA.59.2348.01	TCGA.24.1928.01	TCGA.29.1698.01	TCGA.24.0980.01	TCGA.24.0970.01	TCGA.13.0725.01	TCGA.23.1027.01	TCGA.13.0755.01	TCGA.25.1315.01	TCGA.61.1738.01	TCGA.31.1953.01	TCGA.13.0723.01	TCGA.13.0724.01	TCGA.13.1485.01	TCGA.24.1565.01	TCGA.23.1028.01	TCGA.24.1560.01	TCGA.30.1856.01	TCGA.13.0757.01	TCGA.24.1558.01	TCGA.24.0982.01	TCGA.04.1525.01	TCGA.13.0805.01	TCGA.25.1328.01	TCGA.13.1477.01	TCGA.13.1500.01	TCGA.61.1901.01	TCGA.30.1891.01	TCGA.04.1349.01	TCGA.61.1733.01	TCGA.61.2110.01	TCGA.04.1362.01	TCGA.24.1431.01	TCGA.10.0934.01	TCGA.25.1316.01	TCGA.13.1483.01	TCGA.25.2399.01	TCGA.25.1318.01	TCGA.09.0366.01	TCGA.24.1562.01	TCGA.13.0904.01	TCGA.61.1906.01	TCGA.24.1548.01	TCGA.10.0937.01	TCGA.29.1702.01	TCGA.13.0911.01	TCGA.36.1580.01	TCGA.36.1578.01	TCGA.57.1586.01	TCGA.04.1364.01	TCGA.24.1564.01	TCGA.04.1638.01	TCGA.25.1628.01	TCGA.24.1923.01	TCGA.24.1434.01	TCGA.13.0764.01	TCGA.25.1626.01	TCGA.61.2000.01	TCGA.13.0720.01	TCGA.13.0803.01	TCGA.29.1705.01	TCGA.24.2033.01	TCGA.13.0717.01	TCGA.30.1892.01	TCGA.30.1714.01	TCGA.25.2409.01	TCGA.13.0795.01	TCGA.23.1117.01	TCGA.24.1552.01	TCGA.13.0727.01	TCGA.29.1701.01	TCGA.13.0791.01	TCGA.10.0926.01	TCGA.13.0920.01	TCGA.24.1567.01	TCGA.24.1924.01	TCGA.23.2079.01	TCGA.30.1866.01	TCGA.24.1464.01	TCGA.29.1703.01	TCGA.24.1557.01	TCGA.13.0804.01	TCGA.29.1696.01	TCGA.10.0938.01	TCGA.10.0931.01	TCGA.29.1775.01	TCGA.13.0893.01	TCGA.09.0369.01	TCGA.25.1634.01	TCGA.04.1338.01	TCGA.25.2393.01	TCGA.13.1488.01	TCGA.13.0793.01	TCGA.30.1860.01	TCGA.30.1880.01	TCGA.04.1530.01	TCGA.29.1774.01	TCGA.36.1571.01	TCGA.24.2290.01	TCGA.13.0761.01	TCGA.23.1122.01	TCGA.25.1623.01	TCGA.13.1487.01	TCGA.31.1950.01	TCGA.04.1517.01	TCGA.09.0364.01	TCGA.13.1501.01	TCGA.24.1474.01	TCGA.04.1332.01	TCGA.23.1110.01	TCGA.13.0726.01	TCGA.10.0933.01	TCGA.13.0901.01	TCGA.13.0894.01	TCGA.29.1770.01	TCGA.24.1616.01	TCGA.25.1323.01	TCGA.36.1570.01	TCGA.24.0979.01	TCGA.25.1326.01	TCGA.25.1313.01	TCGA.25.1320.01	TCGA.13.0887.01	TCGA.24.1563.01	TCGA.09.1665.01	TCGA.04.1648.01	TCGA.04.1536.01	TCGA.61.1918.01	TCGA.24.1930.01	TCGA.04.1646.01	TCGA.25.1321.01	TCGA.24.1105.01	TCGA.23.1022.01	TCGA.04.1331.01	TCGA.24.2024.01	TCGA.25.2404.01	TCGA.09.1666.01	TCGA.13.0908.01	TCGA.13.1484.01	TCGA.61.1741.01	TCGA.24.2029.01	TCGA.29.1785.01	TCGA.29.1697.01	TCGA.13.1498.01	TCGA.13.0912.01	TCGA.23.2072.01	TCGA.29.1763.01	TCGA.61.1728.01	TCGA.25.1632.01	TCGA.24.1430.01	TCGA.09.1667.01	TCGA.24.1466.01	TCGA.24.2280.01	TCGA.24.2027.01	TCGA.13.1491.01	TCGA.24.1435.01	TCGA.23.1023.01	TCGA.09.1670.01	TCGA.61.2109.01	TCGA.23.1030.01	TCGA.25.1635.01	TCGA.24.2289.01	TCGA.13.0751.01	TCGA.09.2045.01	TCGA.04.1348.01	TCGA.25.2400.01	TCGA.13.1499.01	TCGA.24.1553.01	TCGA.24.0968.01	TCGA.13.0897.01	TCGA.29.2414.01	TCGA.13.0899.01	TCGA.25.2398.01	TCGA.09.2051.01	TCGA.36.1568.01	TCGA.25.1633.01	TCGA.24.2254.01	TCGA.24.1544.01	TCGA.13.0766.01	TCGA.36.1574.01	TCGA.29.1768.01	TCGA.23.1124.01	TCGA.31.1944.01	TCGA.13.1482.01	TCGA.23.1114.01	TCGA.29.1771.01	TCGA.24.1614.01	TCGA.23.2084.01	TCGA.13.0883.01	TCGA.29.1691.01	TCGA.20.1683.01	TCGA.29.1766.01	TCGA.29.1693.01	TCGA.13.0765.01	TCGA.30.1853.01	TCGA.31.1951.01	TCGA.13.1494.01	TCGA.24.2030.01	TCGA.24.2260.01	TCGA.13.1489.01	TCGA.61.2113.01	TCGA.24.1103.01	TCGA.10.0930.01	TCGA.36.1581.01	TCGA.24.1545.01	TCGA.13.0891.01	TCGA.61.1907.01	TCGA.36.1576.01	TCGA.31.1946.01	TCGA.61.1736.01	TCGA.29.1764.01	TCGA.13.1497.01	TCGA.24.1551.01	TCGA.20.0990.01	TCGA.61.1743.01	TCGA.13.0792.01	TCGA.61.2008.01	TCGA.04.1655.01	TCGA.61.1725.01	TCGA.04.1652.01	TCGA.23.1026.01	TCGA.61.1911.01	TCGA.13.0913.01	TCGA.13.0794.01	TCGA.30.1718.01	TCGA.24.1550.01	TCGA.61.2009.01	TCGA.04.1654.01	TCGA.24.2036.01	TCGA.09.2049.01	TCGA.24.1104.01	TCGA.13.1495.01	TCGA.04.1542.01	TCGA.04.1651.01	TCGA.24.1463.01	TCGA.10.0927.01	TCGA.09.1662.01	TCGA.13.0884.01	TCGA.04.1514.01	TCGA.29.1707.01	TCGA.23.2077.01	TCGA.04.1365.01	TCGA.29.1762.01	TCGA.29.2425.01	TCGA.61.2101.01	TCGA.61.1914.01	TCGA.61.2111.01	TCGA.24.1467.01	TCGA.23.1119.01	TCGA.25.2408.01	TCGA.29.1688.01	TCGA.25.1314.01	TCGA.13.0903.01	TCGA.61.1995.01	TCGA.23.1021.01	TCGA.29.1694.01	TCGA.04.1350.01	TCGA.61.2002.01	TCGA.30.1867.01	TCGA.61.1724.01	TCGA.57.1584.01	TCGA.29.1777.01	TCGA.23.1113.01	TCGA.61.1998.01	TCGA.23.2081.01	TCGA.31.1959.01	TCGA.24.1555.01	TCGA.24.1556.01	TCGA.09.1673.01	TCGA.09.1659.01	TCGA.61.2016.01	TCGA.13.1511.01	TCGA.61.2104.01	TCGA.61.2003.01	TCGA.24.1603.01	TCGA.61.2095.01	TCGA.24.2023.01	TCGA.29.1710.01	TCGA.09.1669.01	TCGA.13.0714.01	TCGA.24.2271.01	TCGA.24.2298.01	TCGA.30.1859.01	TCGA.04.1361.01	TCGA.24.2262.01	TCGA.57.1585.01	TCGA.24.1436.01	TCGA.09.1668.01	TCGA.57.1583.01	TCGA.61.1919.01	TCGA.09.2054.01	TCGA.24.2267.01	TCGA.24.0975.01	TCGA.24.1427.01	TCGA.24.1549.01	TCGA.25.1870.01	TCGA.23.1123.01	TCGA.23.1107.01	TCGA.13.1408.01	TCGA.29.2427.01	TCGA.25.1878.01	TCGA.31.1956.01	TCGA.25.2042.01	TCGA.23.1031.01	TCGA.20.0987.01	TCGA.30.1855.01	TCGA.25.1322.01	TCGA.04.1356.01	TCGA.23.1109.01	TCGA.29.1776.01	TCGA.09.2048.01	TCGA.30.1857.01	TCGA.24.2035.01	TCGA.30.1862.01	TCGA.25.1625.01	TCGA.29.1690.01	TCGA.24.1604.01	TCGA.09.0367.01	TCGA.30.1887.01	TCGA.24.2020.01	TCGA.24.2038.01	TCGA.10.0935.01	TCGA.10.0936.01	TCGA.25.1871.01	TCGA.24.2288.01	TCGA.10.0928.01	TCGA.13.0730.01	TCGA.61.1740.01	TCGA.04.1343.01	TCGA.23.1032.01	TCGA.25.1319.01	TCGA.13.1409.01	TCGA.04.1649.01	TCGA.61.2102.01	TCGA.09.1661.01	TCGA.24.2261.01	TCGA.24.0966.01	TCGA.04.1337.01	TCGA.09.1674.01	TCGA.24.2026.01	TCGA.29.1761.01	TCGA.04.1342.01	TCGA.25.1877.01	TCGA.13.1411.01	TCGA.59.2350.01	TCGA.59.2354.01	TCGA.59.2351.01	TCGA.59.2355.01	TCGA.59.2352.01	TCGA.57.1582.01	TCGA.04.1519.01	TCGA.57.1994.01	TCGA.04.1370.01	TCGA.25.2390.01	TCGA.29.2435.01	TCGA.61.1721.01	TCGA.04.1335.01	TCGA.04.1360.01	TCGA.04.1516.01	TCGA.04.1644.01	TCGA.09.1664.01	TCGA.09.2043.01	TCGA.09.2055.01	TCGA.10.0925.01	TCGA.13.1817.01	TCGA.13.1819.01	TCGA.13.2059.01	TCGA.13.2061.01	TCGA.13.2065.01	TCGA.23.2641.01	TCGA.23.2643.01	TCGA.23.2645.01	TCGA.24.1852.01	TCGA.24.1927.01	TCGA.24.2295.01	TCGA.29.2429.01	TCGA.29.2431.01	TCGA.29.2432.01	TCGA.29.2434.01	TCGA.29.2436.01	TCGA.31.1955.01	TCGA.36.2529.01	TCGA.36.2530.01	TCGA.36.2532.01	TCGA.36.2533.01	TCGA.36.2534.01	TCGA.36.2537.01	TCGA.36.2538.01	TCGA.36.2539.01	TCGA.36.2540.01	TCGA.36.2542.01	TCGA.36.2543.01	TCGA.36.2544.01	TCGA.36.2545.01	TCGA.36.2547.01	TCGA.36.2548.01	TCGA.36.2549.01	TCGA.36.2551.01	TCGA.36.2552.01	TCGA.42.2582.01	TCGA.42.2587.01	TCGA.42.2588.01	TCGA.42.2589.01	TCGA.42.2590.01	TCGA.42.2591.01	TCGA.42.2593.01	TCGA.59.2349.01	TCGA.59.2372.01	TCGA.61.1722.01	TCGA.61.1727.01	TCGA.61.1730.01	TCGA.61.1734.01	TCGA.61.1903.01	TCGA.61.2017.01	TCGA.61.2018.01	TCGA.61.2087.01	TCGA.61.2096.01	TCGA.61.2612.01	TCGA.61.2613.01	TCGA.61.2614.01	TCGA.30.1869.01
AKT1	0.104732351	0.099165028	0.098201542	0.104075014	0.095455256	0.130232558	0.103632382	0.121436337	0.126944173	0.11185891	0.093649653	0.118599711	0.093211425	0.124572156	0.134871699	0.132587859	0.092555908	0.108276528	0.102597667	0.132021192	0.090784126	0.080512267	0.213569687	0.117472704	0.123419257	0.118287867	0.108330255	0.128033608	0.120386239	0.115461656	0.098489882	0.11484296	0.09986926	0.113058981	0.097356922	0.113556223	0.20427943	0.171566124	0.095616391	0.153242622	0.104028067	0.088282612	0.085765048	0.117310305	0.118309545	0.166167485	0.108097033	0.121271823	0.109711418	0.150954575	0.169376612	0.160253992	0.101229872	0.173622152	0.136163871	0.102574926	0.100410659	0.115407688	0.128672623	0.103045226	0.086374298	0.139770499	0.075907843	0.111550311	0.09876893	0.119242826	0.115233678	0.140664962	0.109247201	0.139842132	0.144466274	0.155028478	0.101617415	0.116950337	0.135654934	0.236250929	0.102580088	0.092213547	0.122125178	0.111528248	0.093818422	0.082159276	0.097606182	0.120769547	0.104504426	0.092669918	0.124499655	0.12131847	0.150344888	0.107074752	0.095649646	0.115527683	0.14664091	0.117487082	0.115316023	0.100339083	0.100266401	0.10014076	0.151814324	0.098359309	0.135247169	0.24091954	0.107985208	0.10862009	0.08946788	0.09969669	0.120769453	0.118481474	0.100510896	0.106098223	0.131651943	0.092616997	0.12353278	0.084490701	0.116014985	0.159034034	0.111688237	0.090510264	0.105925537	0.092383565	0.103259827	0.091846199	0.089083434	0.117371332	0.107448306	0.07045825	0.116098328	0.11212757	0.121477607	0.093747502	0.12323424	0.119399715	0.111773336	0.100530303	0.136861647	0.110552613	0.108041666	0.129459309	0.12612398	0.104997166	0.124619021	0.118298785	0.133590786	0.112894783	0.136129955	0.139194938	0.11965812	0.127704404	0.154644242	0.166253785	0.086680306	0.122022719	0.117709567	0.108661738	0.139943792	0.123002565	0.10216124	0.099370824	0.124454718	0.093630261	0.146316045	0.11577518	0.099594337	0.131318251	0.097431777	0.116771206	0.085190688	0.094959583	0.103035337	0.137047809	0.097497627	0.119967106	0.094193675	0.085665539	0.141630628	0.099486878	0.106563189	0.096087357	0.122858585	0.144794936	0.190857143	0.135743254	0.093467488	0.083279073	0.132258166	0.08723591	0.106354491	0.115503013	0.114930464	0.116455811	0.125628609	0.118003321	0.09450295	0.117588214	0.118234837	0.142349381	0.111183869	0.102210755	0.112472433	0.098123178	0.128222092	0.101788091	0.128719306	0.116883955	0.088315879	0.142367702	0.151522944	0.139108093	0.138548767	0.126209386	0.129000567	0.105641899	0.102059767	0.148955108	0.106217275	0.11468418	0.109384772	0.136967758	0.110120475	0.109375	0.116682387	0.121500702	0.098355493	0.159264792	0.129509583	0.124052757	0.131317571	0.132830108	0.149001282	0.11372468	0.079175425	0.095524086	0.115902965	0.150456024	0.09951962	0.133397637	0.090039841	0.11390315	0.126062196	0.12404797	0.142792888	0.145527026	0.130417707	0.219038312	0.10407328	0.203111424	0.160450646	0.169262268	0.087638829	0.090628584	0.094334233	0.09800602	0.10599481	0.115103993	0.103579971	0.09726637	0.090840494	0.087576556	0.164353331	0.109617837	0.123493658	0.093796699	0.101714424	0.088404426	0.112379313	0.167555135	0.120096483	0.121569837	0.104224059	0.173712556	0.110322861	0.103287326	0.122122637	0.085376887	0.12992126	0.127708354	0.104808212	0.0911124	0.128089268	0.129616196	0.168972723	0.092883395	0.127886214	0.100364264	0.093567428	0.114764329	0.156701527	0.241283583	0.123831698	0.083818444	0.124390742	0.12064243	0.15270936	0.099973348	0.095546035	0.089031413	0.116915777	0.103421696	0.09928654	0.119878942	0.10334877	0.115177854	0.117940859	0.123326335	0.139501058	0.130412132	0.115768345	0.148502496	0.09500493	0.107503561	0.071231829	0.100568675	0.116282431	0.127175717	0.111447222	0.085668052	0.115201315	0.111939851	0.090579355	0.105259297	0.128881132	0.11480632	0.105807451	0.124541228	0.123764541	0.221940509	0.137510852	0.108207231	0.134332447	0.141917255	0.162889039	0.097138475	0.114747807	0.146962008	0.18962276	0.109707611	0.149994963	0.123573176	0.118105273	0.116554774	0.096619033	0.137119114	0.105472901	0.089755399	0.089656168	0.097987325	0.095534597	0.128685196	0.088779956	0.122083432	0.084983293	0.157584409	0.112028382	0.099628536	0.151630435	0.106897679	0.14174272	0.111256288	0.117571778	0.13945682	0.120904017	0.168115036	0.090909091	0.074962911	0.104313271	0.108217552	0.107863636	0.140198882	0.085426087	0.123126918	0.099953752	0.151318661	0.147850836	0.076920866	0.229019546	0.10859683	0.103228911	0.095550967	0.127165704	0.076516957	0.072077566	0.116844935	0.112083895	0.125323449	0.089550665	0.113683279	0.108524551	0.100684423	0.113627334	0.093034104	0.110948738	0.119617225	0.113290788	0.110462316	0.086609873	0.117542914	0.113922257	0.134277842	0.116772953	0.130748608	0.107903071	0.11927555	0.114114545	0.096363362	0.103686474	0.135999393	0.111494253	0.120185299	0.093616347	0.144927536	0.112758057	0.098067336	0.115015488	0.109947147	0.137895885	0.139550587	0.11152519	0.093738198	0.142309049	0.092709864	0.105076377	0.110118482	0.104126891	0.162861822	0.111189955	0.116598199	0.251805279	0.097729974	0.148466894	0.077227984	0.111457951	0.181716291	0.095031167	0.119766969	0.137158756	0.085635256	0.106887202	0.112096295	0.088592276	0.114911299	0.123108704	0.10185392	0.104979288	0.088673247	0.103196567	0.116212718	0.130213367	0.128413189	0.103347191	0.105375637	0.106919853	0.100816938	0.092970818	0.145736313	0.106931366	0.113714163	0.090640394	0.111162884	0.172665034	0.266818243	0.136218357	0.101188981	0.131050158	0.122858437	0.118985169	0.111583501	0.298058141	0.139062849	0.110991637	0.12008629	0.114019428	0.120283525	0.104769057	0.101218548	0.119129122	0.076104138	0.315277778	0.113902691	0.145008328	0.077354503	0.096959036	0.092948013	0.116052216	0.087857848	0.095764881	0.106150565	0.113557858	0.098961938	NaN	NaN	NaN	0.121895241	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ATR	0.036523391	0.045156711	0.019839595	0.020381808	0.047598504	0.053344302	0.073975637	0.024380366	0.067283951	0.028978442	0.021674547	0.042391368	0.014843235	0.016976517	0.024076968	0.06095846	0.030612662	0.037960954	0.018351713	0.15039129	0.026831201	0.022596742	0.023938366	0.05826586	0.06687072	0.028503757	0.020082556	0.038314176	0.113910852	0.024371423	0.018640351	0.022357389	0.020824479	0.025443425	0.024093304	0.050573163	0.154891304	0.104668185	0.031827356	0.093045718	0.026233957	0.035870384	0.027843419	0.060467374	0.05804546	0.076655052	0.092368118	0.045355878	0.019011407	0.119846403	0.090625296	0.095361567	0.017083963	0.06731453	0.034184608	0.086309132	0.01967667	0.016485328	0.030900327	0.017627223	0.023781575	0.099895701	0.024672709	0.051629591	0.018797912	0.026688754	0.024752818	0.08020271	0.024730775	0.018704908	0.037468289	0.109949439	0.032144944	0.048013245	0.05897934	0.053830551	0.04522669	0.016867859	0.021499102	0.01903412	0.021258338	0.023132385	0.035584091	0.061012505	0.065240334	0.050088581	0.054157439	0.031893214	0.025887679	0.027641278	0.029212863	0.110135822	0.057585053	0.022382173	0.016487041	0.053034733	0.026379928	0.026086019	0.09887702	0.029214851	0.023308774	0.038981885	0.026058632	0.067986665	0.024786381	0.021641063	0.067172822	0.043250029	0.016735254	0.014959004	0.015430441	0.030909536	0.03383758	0.017446376	0.019546804	0.096243175	0.018594445	0.014393488	0.021286725	0.015608357	0.026798517	0.026414027	0.022500471	0.031107536	0.021534959	0.017776401	0.033127889	0.02364404	0.031137601	0.01996008	0.034942182	0.031065089	0.042464923	0.0187679	0.022805946	0.015485059	0.018061516	0.033952409	0.024625487	0.091200114	0.082286372	0.119505495	0.09587217	0.069355447	0.019147979	0.023607648	0.044496487	0.069699128	0.088605304	0.136338474	0.02565191	0.029516148	0.025059531	0.026290932	0.068132582	0.023068983	0.021048002	0.020617948	0.057280474	0.033024507	0.063416209	0.051530612	0.020041363	0.043565281	0.02111632	0.024608106	0.021427632	0.022242855	0.064734838	0.118421053	0.017409583	0.120858733	0.019024879	0.02141724	0.067331671	0.022881836	0.039588654	0.019870235	0.021944471	0.074203915	0.071689014	0.09239163	0.020215633	0.024300085	0.0171278	0.016279181	0.013860252	0.017765653	0.020066314	0.031626151	0.037999393	0.029751172	0.017014808	0.049361458	0.063576349	0.076482668	0.025025193	0.024961479	0.074245375	0.036270096	0.01369863	0.025166715	0.034058781	0.043536461	0.014028935	0.101971675	0.046232977	0.079891304	0.062214889	0.053986518	0.017518724	0.035689536	0.02565016	0.014767932	0.135803451	0.02436446	0.016374337	0.11207114	0.02643824	0.045071818	0.064658339	0.015322933	0.02774035	0.120255748	0.042544619	0.020419194	0.02713894	0.049239209	0.07297113	0.04495401	0.023823864	0.018205083	0.014509741	0.014389352	0.067274442	0.121338912	0.026306704	0.028141532	0.073471503	0.018339494	0.016008588	0.088733005	0.144020574	0.018349078	0.03042447	0.023904708	0.114862385	0.064261438	0.021100801	0.032095265	0.020377115	0.02247715	0.020612669	0.022820902	0.029618508	0.0237691	0.019929976	0.016105042	0.07340151	0.017840805	0.041726757	0.01871114	0.034946691	0.033373289	0.024416404	0.027242402	0.023647909	0.027302604	0.037974684	0.026141044	0.026383605	0.028684241	0.038605541	0.016078485	0.065627193	0.04600442	0.030485848	0.020659183	0.018712575	0.069554455	0.082977425	0.02116308	0.021978022	0.037848182	0.024125639	0.060480897	0.067624897	0.07851573	0.022855002	0.030556848	0.048803379	0.054945055	0.036940415	0.02693075	0.020323151	0.030382793	0.033006049	0.015217688	0.062670896	0.042721519	0.029091599	0.025594261	0.062584574	0.017756389	0.038448382	0.045723173	0.01814882	0.100292969	0.017475467	0.023749804	0.018295056	0.027490427	0.046226199	0.019578313	0.388741857	0.020898642	0.04138377	0.036781609	0.031946872	0.066813414	0.038609215	0.053955662	0.020954223	0.057958092	0.047464315	0.049538011	0.030901722	0.022879805	0.047887157	0.148729996	0.03736	0.045653808	0.064160454	0.02696051	0.030321407	0.057007126	0.034382518	0.035068762	0.038924625	0.031198686	0.02193443	0.051939215	0.026724486	0.021053751	0.02490392	0.016911473	0.026118568	0.076727964	0.020514377	0.039575825	0.041350793	0.063867798	0.022113545	0.025591502	0.04496667	0.025523391	0.113316911	0.036575563	0.068829797	0.086868194	0.050536865	0.017703508	0.025847266	0.023603462	0.03678884	0.01797829	0.034306397	0.074235078	0.016051457	0.035228344	0.096377832	0.056785714	0.10793934	0.020970187	0.021263751	0.023814024	0.016771998	0.027091971	0.020920018	0.022985725	0.031971388	0.020397462	0.02373847	0.087905118	0.02590521	0.021920668	0.023276904	0.025735294	0.098767653	0.022884945	0.024140995	0.028001965	0.020885593	0.045064924	0.012614595	0.031427005	0.029187755	0.023186486	0.025164769	0.048723652	0.039938007	0.039449353	0.0198	0.022354229	0.022969953	0.049043989	0.020119057	0.056084591	0.034700959	0.029171636	0.018973394	0.023728814	0.032377869	0.02893621	0.067128758	0.105840041	0.03386797	0.027465106	0.034791938	0.026968036	0.02907316	0.031510229	0.080574564	0.068148148	0.016444629	0.014027892	0.053674556	0.024026173	0.046736842	0.032013362	0.021050393	0.035164161	0.024178212	0.023270245	0.046718257	0.020070518	0.030930878	0.033639755	0.030993336	0.036322283	0.058163077	0.022887821	0.024509311	0.017091936	0.031583776	0.035260931	0.022792688	0.024200935	0.023042394	0.035209171	0.023918193	0.018025126	0.023785992	0.126372653	0.027378429	0.032348268	0.028685112	0.038937031	0.073622881	0.013939647	0.025288422	0.04382622	0.048667712	0.018512119	0.032133575	0.034425361	0.027199799	0.019963333	0.028658572	0.030373156	0.078446678	0.045019878	0.032055631	0.028406478	0.022779043	0.027774387	0.066350188	0.031031031	0.022697066	0.016870044	0.022989081	0.019855329	0.018738937	0.027527731	0.019398988	0.019483411	0.022586853	0.010330006	NaN	NaN	NaN	0.041202579	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
